,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
374,Tezu,93,IN,1600017203,80,27.92,96.17,75.6,1.9
375,Kakching,100,IN,1600017203,92,24.48,93.98,71.22,1.32
376,Port Hueneme,75,US,1600016863,88,34.15,-119.2,62.6,5.91
377,Juradó,81,CO,1600017204,72,7.11,-77.76,83.05,6.35
378,Road Town,40,VG,1600017204,74,18.42,-64.62,87.8,8.05
379,Ambon City,96,ID,1600017204,81,-3.7,128.18,78.22,12.35
380,Manaíra,70,BR,1600017204,20,-7.71,-38.15,89.71,9.86
381,Avenal,0,US,1600017033,39,36.0,-120.13,82.0,3.47
382,Maltahöhe,0,NA,1600017205,21,-24.83,16.98,70.3,15.88
383,Assiut,0,EG,1600017205,32,27.18,31.18,93.2,13.87
384,George Town,20,MY,1600017205,83,5.41,100.34,80.6,2.98
385,Sakakah,20,SA,1600016945,12,29.97,40.21,100.4,13.73
386,Takoradze,27,GH,1600016718,83,4.88,-1.76,78.21,10.31
387,Krasnoshchekovo,12,RU,1600017206,60,51.67,82.73,51.67,4.32
388,Smithers,90,CA,1600017206,100,54.78,-127.17,48.2,3.44
389,Businga,41,CD,1600017206,82,3.33,20.88,75.88,1.61
390,Tarko-Sale,49,RU,1600016803,89,64.92,77.78,46.0,10.0
391,Baoshan,100,CN,1600017172,93,46.56,131.42,55.99,2.95
392,‘Āhuimanu,20,US,1600016644,69,21.44,-157.84,77.0,9.17
393,Arlit,4,NE,1600017207,7,18.74,7.39,106.07,19.06
394,Salalah,40,OM,1600016547,83,17.02,54.09,82.4,6.93
395,Puerto Escondido,75,MX,1600017087,65,15.85,-97.07,82.4,2.33
396,Omsukchan,97,RU,1600017207,81,62.53,155.8,39.88,6.58
397,Krasnosel'kup,100,RU,1600017208,91,65.7,82.47,52.65,9.8
398,Nizwá,10,OM,1600017208,24,22.93,57.53,91.31,8.59
399,Goundam,38,ML,1600017208,16,16.41,-3.67,104.31,4.99
400,Roald,75,NO,1600017209,71,62.58,6.13,53.6,17.22
401,Havelock,90,US,1600017209,78,34.88,-76.9,84.0,10.29
402,Sungai Penuh,99,ID,1600017209,95,-2.08,101.38,65.3,1.43
403,La Rioja,16,ES,1600017209,22,42.25,-2.5,91.4,12.75
404,Manukan,83,PH,1600017209,81,8.53,123.1,79.63,0.72
405,Hasaki,75,JP,1600017152,100,35.73,140.83,70.0,3.36
406,Sisimiut,0,GL,1600017210,73,66.94,-53.67,37.36,1.95
407,Jasper,1,US,1600017210,68,37.2,-94.35,73.99,4.7
408,Semīrom,39,IR,1600017210,36,31.42,51.57,57.11,8.37
409,Mahbūbnagar,100,IN,1600017211,91,16.73,77.98,74.44,7.72
410,Pangnirtung,20,CA,1600017211,65,66.15,-65.71,41.0,5.82
411,Kysyl-Syr,7,RU,1600017211,95,63.9,122.76,41.4,6.44
412,Semnan,14,IR,1600017211,45,35.57,53.4,70.97,10.07
413,Zaysan,11,KZ,1600017211,39,47.47,84.87,54.01,7.23
414,Vernon,68,CA,1600016927,53,50.26,-119.27,63.0,1.45
415,Karatsu,22,JP,1600017212,57,33.44,129.97,70.0,3.0
416,San Andrés,75,CO,1600017212,94,12.58,-81.7,78.8,6.93
417,Waitakere,97,NZ,1600017212,66,-36.92,174.66,57.0,17.22
418,Coquimbo,20,CL,1600016873,76,-29.95,-71.34,57.2,12.75
419,Puro,100,PH,1600017213,80,12.48,123.38,81.19,5.59
420,Skjervøy,36,NO,1600017213,81,70.03,20.97,50.0,5.82
421,Uxbridge,94,US,1600017213,63,42.08,-71.63,73.99,8.25
422,Yokadouma,94,CM,1600017213,80,3.52,15.05,76.03,1.88
423,Punta Alta,0,AR,1600017214,35,-38.88,-62.07,58.69,16.64
424,Sola,100,VU,1600017214,87,-13.88,167.55,78.31,23.24
425,Ubari,0,LY,1600017214,18,26.59,12.78,93.94,10.71
426,Smolenskaya,28,RU,1600017214,50,44.79,38.8,79.0,6.71
427,Grand Gaube,88,MU,1600017214,82,-20.01,57.66,69.01,1.99
428,Acapulco de Juárez,40,MX,1600017215,70,16.86,-99.89,86.0,5.82
429,Morvi,98,IN,1600017215,10,22.82,70.83,84.0,8.86
430,Povenets,100,RU,1600017215,82,62.85,34.83,51.6,19.84
431,Tuyen Quang,100,VN,1600017118,94,21.82,105.22,78.01,1.14
432,Brønnøysund,75,NO,1600017215,87,65.46,12.2,50.0,20.8
433,Montabaur,88,DE,1600017216,50,50.43,7.83,75.0,1.3
434,Havre-St-Pierre,90,CA,1600017216,76,50.23,-63.6,57.2,4.7
435,Sibu,40,MY,1600017216,94,2.3,111.82,77.0,2.24
436,Denpasar,20,ID,1600017216,88,-8.65,115.22,78.8,5.82
437,Vic,0,ES,1600017217,53,41.93,2.25,84.0,1.01
438,Kavaratti,100,IN,1600017217,80,10.57,72.64,81.86,15.66
439,High Prairie,100,CA,1600017217,67,55.43,-116.49,47.8,5.75
440,Urusha,95,RU,1600017217,95,54.05,122.9,50.59,2.98
441,North Bend,90,US,1600017218,100,43.41,-124.22,54.0,3.6
442,Katobu,99,ID,1600017218,90,-4.94,122.53,71.82,2.3
443,Yamada,100,JP,1600017218,90,39.47,141.95,64.17,9.62
444,Gerāsh,20,IR,1600017218,16,27.67,54.14,93.2,6.93
445,Broome,75,US,1600017219,68,42.25,-75.83,71.01,13.87
446,Vredendal,2,ZA,1600017219,61,-31.67,18.5,56.1,10.22
447,Emerald,0,AU,1600016956,72,-23.53,148.17,64.4,8.05
448,Sorong,94,ID,1600017219,88,-0.88,131.25,78.64,18.01
449,Price,1,US,1600017219,24,39.6,-110.81,66.2,5.95
450,Kommunar,40,RU,1600017220,66,59.62,30.39,55.99,20.13
451,Guisa,40,CU,1600017220,52,20.25,-76.54,89.6,10.29
452,Canavieiras,8,BR,1600017220,73,-15.68,-38.95,77.52,10.0
453,Hearst,100,CA,1600017221,72,49.68,-83.67,50.95,12.46
454,Oktyabr'skiy,74,RU,1600017221,78,54.48,53.47,51.12,6.31
455,Valparaíso,0,CL,1600017221,45,-33.04,-71.63,66.2,10.29
456,Copiapó,90,CL,1600017073,82,-27.37,-70.33,55.4,1.12
457,Seoul,1,KR,1600017066,93,37.57,126.98,66.2,3.51
458,Atar,3,MR,1600017222,11,20.52,-13.05,107.4,11.05
459,Ewo,89,CG,1600017095,77,-0.87,14.82,78.76,3.74
460,Shache,0,CN,1600017222,25,38.42,77.24,68.23,7.23
461,Vale,0,GE,1600017222,83,41.62,42.87,77.0,9.17
462,Smyshlyayevka,0,RU,1600017223,62,53.24,50.39,57.2,6.71
463,Coolum Beach,7,AU,1600017223,97,-26.53,153.1,57.99,2.48
464,Islamkot,60,PK,1600017223,51,24.7,70.18,92.57,8.39
465,Sumbawanga,44,TZ,1600017223,51,-7.97,31.62,63.88,3.62
466,Fallon,1,US,1600017223,16,39.47,-118.78,75.99,4.7
467,Chu,0,KZ,1600017224,39,43.6,73.76,65.19,8.37
468,Payson,1,US,1600017224,34,40.04,-111.73,75.99,5.82
469,Yumen,0,CN,1600017224,40,40.28,97.2,50.99,5.84
470,Merrill,90,US,1600017106,82,45.18,-89.68,60.8,9.17
471,Khovd,0,MN,1600017226,50,48.01,91.64,46.53,1.3
472,Barra de Tecoanapa,54,MX,1600016899,63,16.52,-98.75,86.86,6.91
473,Nantucket,1,US,1600017226,68,41.28,-70.1,69.8,16.11
474,Necochea,88,AR,1600017226,65,-38.55,-58.74,54.0,11.01
475,Kosh-Agach,0,RU,1600017227,74,50.0,88.67,36.23,1.59
476,Saýat,0,TM,1600017227,35,38.78,63.88,71.6,6.93
477,Santa Cruz de la Sierra,28,BO,1600016882,21,-17.8,-63.17,100.69,17.74
478,Abhā,20,SA,1600017227,60,18.22,42.51,77.0,5.82
479,Tigil',100,RU,1600017227,85,57.8,158.67,43.32,10.49
480,Altay,7,CN,1600017054,44,47.87,88.12,50.2,4.47
481,Trogir,0,HR,1600017228,29,43.51,16.25,87.8,16.11
482,Northam,0,GB,1600016877,86,51.03,-4.22,70.0,1.99
483,Kenai,1,US,1600017228,92,60.55,-151.26,30.2,3.36
484,Provincia di Taranto,0,IT,1600017229,40,40.62,17.25,87.8,16.11
485,Sur,62,OM,1600017229,66,22.57,59.53,81.45,8.43
486,Chokurdakh,57,RU,1600017229,72,70.63,147.92,43.21,3.4
487,Lavrentiya,100,RU,1600016840,92,65.58,-171.0,42.98,8.16
488,Bengkulu,57,ID,1600017019,89,-3.8,102.27,76.35,6.91
489,Kolyvan',70,RU,1600017230,87,55.31,82.74,48.2,2.24
490,Itoman,75,JP,1600017230,88,26.12,127.67,80.6,5.82
491,Lake City,40,US,1600017230,83,30.19,-82.64,87.01,6.93
492,Brae,75,GB,1600017230,93,60.4,-1.35,51.8,1.12
493,Kayerkan,40,RU,1600017230,82,69.35,87.76,55.4,15.66
494,Vostok,98,RU,1600017231,69,46.49,135.88,42.39,3.62
495,Poquoson,1,US,1600017144,83,37.12,-76.35,82.0,8.05
496,Ulaanbaatar,40,MN,1600016891,80,47.91,106.88,39.2,6.71
497,Amalāpuram,92,IN,1600017231,94,16.58,82.02,78.55,1.97
498,Huarmey,40,PE,1600017232,66,-10.07,-78.15,67.55,11.32
499,Beyneu,0,KZ,1600017232,36,45.32,55.2,73.53,12.33
500,Paine,4,CL,1600017232,54,-33.82,-70.75,64.4,11.41
501,San Matías,0,BO,1600017066,9,-16.37,-58.4,108.81,8.61
502,Akureyri,75,IS,1600017232,81,65.68,-18.09,44.6,5.82
503,Cabo San Lucas,20,MX,1600017215,74,22.89,-109.91,87.01,11.41
504,Tulnici,16,RO,1600017233,47,45.92,26.67,77.0,4.7
505,Nizhniy Baskunchak,0,RU,1600017233,36,48.22,46.83,64.63,5.39
506,Abalak,55,RU,1600017233,95,58.13,68.59,48.42,2.55
507,Dukat,98,RU,1600017234,84,62.55,155.55,37.51,5.68
508,Hong Kong,93,HK,1600017114,95,22.29,114.16,82.99,4.0
509,Odda,100,NO,1600017234,93,60.07,6.55,53.01,4.41
510,Myatlevo,40,RU,1600017234,87,54.9,35.68,60.8,8.95
511,Titay,100,PH,1600017234,86,7.81,122.53,76.39,1.74
512,Miramar,40,US,1600017235,74,25.99,-80.23,88.0,12.75
513,Inverell,18,AU,1600017235,89,-29.78,151.12,48.99,3.11
514,Nauta,0,PE,1600017235,35,-4.51,-73.58,98.37,3.89
515,Nuquí,75,CO,1600017235,78,5.71,-77.27,82.4,3.36
516,Dingle,100,PH,1600017236,91,11.0,122.67,77.05,4.74
517,Contamana,56,PE,1600017236,39,-7.33,-75.02,96.76,2.17
518,Saldanha,89,ZA,1600017236,63,-33.01,17.94,60.8,11.41
519,Lerwick,75,GB,1600017236,93,60.15,-1.15,51.8,1.12
520,Rockland,89,US,1600017236,75,41.17,-74.05,75.0,9.57
521,Mareeba,75,AU,1600016653,88,-17.0,145.43,68.0,9.17
522,Grão Mogol,0,BR,1600017237,26,-16.56,-42.89,84.34,9.89
523,Labuhan,98,ID,1600017237,75,-6.88,112.21,77.72,6.82
524,Saint Anthony,1,US,1600017083,72,45.02,-93.22,66.99,5.79
525,Yakeshi,52,CN,1600017238,91,49.28,120.73,49.48,7.61
526,Cascais,20,PT,1600017238,78,38.7,-9.42,73.4,12.75
527,Celestún,22,MX,1600017238,70,20.87,-90.4,85.41,9.8
528,Ružomberok,95,SK,1600017239,57,49.07,19.31,75.2,1.12
529,Bowen,40,AU,1600017065,93,-20.02,148.23,62.6,6.93
530,Broken Hill,0,AU,1600017239,58,-31.95,141.43,53.6,18.34
531,Nur-Sultan,100,KZ,1600017239,36,51.18,71.45,64.4,8.95
532,Kuching,40,MY,1600017239,100,1.55,110.33,75.2,4.7
533,Mahibadhoo,100,MV,1600017240,77,3.78,72.97,82.62,9.93
534,Ibrā’,32,OM,1600017240,30,22.69,58.53,86.72,5.82
535,Molokovo,18,RU,1600017240,77,58.17,36.76,50.83,10.8
536,Bandarbeyla,86,SO,1600017240,74,9.49,50.81,79.81,29.48
537,Lakewood,0,US,1600017241,29,39.7,-105.08,79.0,1.01
538,Manokwari,100,ID,1600016877,78,-0.87,134.08,79.2,4.18
539,Herat Province,0,AF,1600017241,20,34.5,62.0,73.4,12.75
540,Imbituba,53,BR,1600016853,57,-28.24,-48.67,80.6,14.99
541,Yeppoon,90,AU,1600017242,82,-23.13,150.73,66.2,6.93
542,Walvis Bay,2,NA,1600016798,56,-22.96,14.51,68.0,18.34
543,Sernovodskoye,20,RU,1600017242,73,43.32,45.16,71.6,13.42
544,Aykhal,31,RU,1600017242,75,66.0,111.5,42.8,4.47
545,Lar,100,IN,1600017242,79,26.2,83.97,84.31,1.19
546,Mitú,8,CO,1600017204,45,1.2,-70.17,93.02,4.12
547,Puerto del Rosario,20,ES,1600017243,73,28.5,-13.86,77.0,5.82
548,Anadyr,75,RU,1600017244,93,64.75,177.48,44.6,24.61
549,Lundazi,71,ZM,1600017244,43,-12.29,33.18,71.1,9.89
550,Paamiut,0,GL,1600016725,69,61.99,-49.67,37.02,6.49
551,Port Macquarie,39,AU,1600017244,97,-31.43,152.92,53.01,4.5
552,Chapayevka,0,UA,1600017244,35,47.47,36.35,69.26,3.76
553,Whyalla,75,AU,1600017245,87,-33.03,137.58,50.0,5.82
554,Evansville,40,US,1600016835,61,37.97,-87.56,81.0,4.7
555,Kemin,0,KG,1600017245,35,42.78,75.69,59.29,4.65
556,Ulaangom,0,MN,1600017245,61,49.98,92.07,44.17,0.83
557,Kilindoni,32,TZ,1600017246,82,-7.91,39.67,77.67,14.92
558,Quatre Cocos,75,MU,1600017246,83,-20.21,57.76,71.6,10.29
559,Isiro,95,CD,1600017246,94,2.77,27.62,69.48,1.63
560,Manjacaze,3,MZ,1600017246,73,-24.71,33.88,70.36,9.22
561,Talara,8,PE,1600017246,72,-4.58,-81.27,67.96,17.9
562,Shar,0,KZ,1600017247,33,49.59,81.05,58.48,3.94
563,Champaign,40,US,1600016650,73,40.13,-88.2,75.0,8.05
564,Ozark,6,US,1600017247,70,37.02,-93.21,75.0,8.61
565,Racibórz,58,PL,1600017193,82,50.09,18.22,71.01,2.71
566,Changji,89,CN,1600017247,25,44.02,87.32,66.2,4.47
567,Whitehorse,75,CA,1600017135,86,60.72,-135.05,37.99,3.36
568,Yabrūd,0,SY,1600017248,33,33.97,36.66,86.0,14.99
569,Shaoyang,100,CN,1600017248,86,27.23,111.45,67.12,2.84
570,La Libertad,75,EC,1600017248,78,-2.23,-80.9,73.4,6.93
571,Namatanai,12,PG,1600016977,82,-3.67,152.43,79.77,8.86
572,Okhotsk,11,RU,1600017249,69,59.38,143.3,51.8,2.3
573,Santa Luzia,0,BR,1600017249,28,-19.77,-43.85,84.2,9.17
574,Henties Bay,0,NA,1600017249,84,-22.12,14.28,59.0,5.99
575,Al Bardīyah,0,LY,1600017250,69,31.76,25.09,76.71,8.75
576,Monrovia,70,LR,1600016999,82,6.3,-10.8,79.88,12.55
577,Vengurla,90,IN,1600017250,100,15.87,73.63,77.0,2.24
578,Pokhara,99,NP,1600017250,82,28.23,83.98,72.59,2.46
579,Miyako,100,JP,1600017250,89,39.64,141.95,63.75,9.89
580,Cravo Norte,65,CO,1600017251,54,6.3,-70.2,90.93,5.66
581,Kropotkin,0,RU,1600017251,36,45.44,40.58,75.07,13.2
582,Isangel,98,VU,1600017251,82,-19.55,169.27,71.02,12.95
583,Shizuishan,21,CN,1600017251,49,39.23,106.77,62.02,2.06
584,Katangli,0,RU,1600017124,91,51.71,143.23,48.22,6.69
585,Punta Arenas,40,CL,1600016984,61,-53.15,-70.92,46.4,16.11
586,Conceição do Araguaia,69,BR,1600017124,12,-8.26,-49.26,106.86,4.07
587,Albany,58,US,1600017096,64,42.6,-73.97,73.99,1.01
588,Bluff,100,NZ,1600017036,98,-46.6,168.33,46.99,5.99
589,Ilulissat,5,GL,1600016366,46,69.22,-51.1,30.2,11.41
590,West Wendover,1,US,1600017125,23,40.74,-114.07,62.6,3.36
591,Kapaa,90,US,1600017125,78,22.08,-159.32,78.8,8.05
592,Cape Town,75,ZA,1600017125,82,-33.93,18.42,55.99,18.34
593,Biak,95,ID,1600017051,76,-0.91,122.88,75.38,6.89
594,Port Blair,89,IN,1600017125,79,11.67,92.75,82.36,13.13
595,Bambous Virieux,40,MU,1600016698,78,-20.34,57.76,71.6,6.93
596,Gijang,75,KR,1600017126,82,35.24,129.21,68.0,1.12
597,Aklavik,75,CA,1600017108,76,68.22,-135.01,32.0,3.36
598,Misratah,19,LY,1600017054,74,32.38,15.09,80.82,13.94
599,Laas,5,IT,1600017126,68,46.62,10.7,73.0,4.7
600,Kāmākhyānagar,92,IN,1600017127,90,20.93,85.55,79.47,4.09
601,Eastlake,90,US,1600017127,68,41.65,-81.45,73.99,14.99
602,Laguna,90,US,1600016612,77,38.42,-121.42,66.99,3.24
603,San Cristobal,40,VE,1600017127,49,7.77,-72.22,89.6,12.75
604,Levice,61,SK,1600017128,59,48.22,18.61,80.01,6.38
605,Innisfail,83,AU,1600017128,88,-17.53,146.03,69.12,10.87
606,Busselton,96,AU,1600017128,68,-33.65,115.33,57.0,9.78
607,Faya,20,SA,1600017128,60,18.39,42.45,77.0,5.82
608,Esperance,0,AU,1600017063,100,-33.87,121.9,51.8,8.05
609,Husavik,75,IS,1600016971,81,66.04,-17.34,44.6,9.17
610,Suicheng,57,CN,1600017129,95,33.9,117.93,66.78,4.72
611,Khatanga,8,RU,1600016984,76,71.97,102.5,48.4,5.59
612,Hermanus,67,ZA,1600016976,83,-34.42,19.23,54.0,5.99
613,Dikson,99,RU,1600017129,89,73.51,80.55,47.44,15.79
614,Cherskiy,0,RU,1600017129,80,68.75,161.3,40.15,6.6
615,Ushuaia,75,AR,1600016958,75,-54.8,-68.3,42.8,14.99
616,Mataura,91,NZ,1600017130,98,-46.19,168.86,46.99,5.99
617,Cidreira,28,BR,1600017069,82,-30.18,-50.21,69.26,8.19
618,Ponta do Sol,40,PT,1600017130,88,32.67,-17.1,73.4,13.87
619,Khandyga,81,RU,1600017130,63,62.67,135.6,52.84,5.26
620,Vestmannaeyjar,20,IS,1600016585,87,63.44,-20.27,50.0,18.34
621,Upernavik,99,GL,1600016784,97,72.79,-56.15,31.06,10.0
622,Tsimmerbude,20,RU,1600017131,77,54.67,20.13,60.8,11.18
623,Castro,0,BR,1600017131,30,-24.79,-50.01,85.39,9.28
624,Ambilobe,39,MG,1600017131,73,-13.2,49.05,74.3,4.54
625,Saskylakh,99,RU,1600017132,76,71.92,114.08,46.85,3.04
626,Wanaka,100,NZ,1600017132,81,-44.7,169.15,45.73,7.45
627,Port Alfred,44,ZA,1600017132,62,-33.59,26.89,62.02,13.85
628,Pisco,1,PE,1600017132,72,-13.7,-76.22,66.2,10.29
629,Sitka,1,US,1600016643,70,57.05,-135.33,48.2,4.27
630,Praia da Vitória,20,PT,1600017133,78,38.73,-27.07,78.01,10.8
631,Tuatapere,100,NZ,1600017133,98,-46.13,167.68,46.99,5.99
632,Kahului,1,US,1600017006,77,20.89,-156.47,73.99,3.36
633,Buenos Aires,40,AR,1600016962,82,-34.61,-58.38,64.99,9.17
634,Beringovskiy,100,RU,1600017134,97,63.05,179.32,48.58,12.68
635,Boa Vista,20,BR,1600017134,44,2.82,-60.67,93.2,8.05
636,Ancud,16,CL,1600017134,60,-41.87,-73.82,49.87,6.04
637,Leshan,100,CN,1600017134,91,29.56,103.76,67.06,2.19
638,Novorzhev,36,RU,1600017135,71,57.03,29.33,52.56,8.03
639,Kamyshin,0,RU,1600017135,42,50.1,45.42,59.72,4.7
640,Kimbe,74,PG,1600017135,85,-5.55,150.14,76.23,5.86
641,Leer,100,SS,1600016754,98,8.3,30.14,70.68,2.86
642,Puerto Ayora,40,EC,1600017135,64,-0.74,-90.35,73.4,18.34
643,San Patricio,75,MX,1600016690,75,19.22,-104.7,89.6,6.93
644,Bathsheba,20,BB,1600016711,70,13.22,-59.52,89.6,11.41
645,Carnarvon,0,AU,1600017136,93,-24.87,113.63,66.2,12.75
646,Xinmin,0,CN,1600017137,93,41.99,122.83,60.8,2.24
647,Vaini,75,TO,1600017137,72,-21.2,-175.2,68.0,11.41
648,East London,75,ZA,1600016709,72,-33.02,27.91,60.8,19.46
649,Faanui,40,PF,1600016632,78,-16.48,-151.75,77.86,11.18
650,Barrow,90,US,1600017137,93,71.29,-156.79,39.2,17.22
651,Turka,87,UA,1600017138,90,49.15,23.03,69.01,5.01
652,Ostrovnoy,98,RU,1600017093,93,68.05,39.51,47.01,6.24
653,Comodoro Rivadavia,20,AR,1600017138,33,-45.87,-67.5,57.2,11.41
654,Pochutla,90,MX,1600017138,70,15.74,-96.47,90.0,4.54
655,Plettenberg Bay,17,ZA,1600017138,65,-34.05,23.37,58.1,6.4
656,Marystown,100,CA,1600017139,100,47.17,-55.15,62.01,9.89
657,Ribeira Grande,75,PT,1600017139,78,38.52,-28.7,75.2,13.87
658,Gucheng,99,CN,1600017139,58,35.91,111.32,71.19,3.65
659,Meulaboh,95,ID,1600017139,85,4.14,96.13,78.12,2.73
660,Bredasdorp,24,ZA,1600017140,58,-34.53,20.04,57.2,18.34
661,Airai,72,TL,1600017140,77,-8.93,125.41,53.94,2.93
662,Clarksburg,90,US,1600017140,69,39.28,-80.34,77.0,8.05
663,Conde,75,BR,1600017140,58,-7.26,-34.91,84.2,16.11
664,Jalingo,73,NG,1600017140,87,8.88,11.37,78.42,3.42
665,Rikitea,22,PF,1600016978,81,-23.12,-134.97,72.64,11.79
666,Tazmalt,40,DZ,1600017141,74,36.39,4.4,78.8,4.7
667,Agadez,0,NE,1600016957,9,19.75,10.25,100.65,8.48
668,Atuona,37,PF,1600017141,77,-9.8,-139.03,78.1,15.5
669,Lebu,0,CL,1600017142,64,-37.62,-73.65,53.2,14.5
670,Mar del Plata,4,AR,1600017142,39,-38.0,-57.56,62.6,6.93
671,Tessalit,33,ML,1600017142,9,20.2,1.01,105.64,16.93
672,São João da Barra,0,BR,1600016561,54,-21.64,-41.05,82.4,20.8
673,Kailua,20,US,1600016681,69,21.4,-157.74,77.0,9.17
674,Susanville,1,US,1600017143,25,40.42,-120.65,66.99,2.46
675,Teguise,20,ES,1600017143,83,29.06,-13.56,75.2,5.82
676,Khiri Mat,100,TH,1600017143,79,16.83,99.8,80.28,2.06
677,Port Lincoln,1,AU,1600017049,90,-34.73,135.87,53.08,7.23
678,Prince Rupert,75,CA,1600017144,93,54.32,-130.32,53.6,2.35
679,New Norfolk,39,AU,1600017144,77,-42.78,147.06,46.0,3.0
680,Tasiilaq,79,GL,1600017144,60,65.61,-37.64,39.2,3.36
681,Butaritari,57,KI,1600017144,71,3.07,172.79,82.67,14.32
682,Sibolga,100,ID,1600017144,75,1.74,98.78,77.99,1.74
683,San Donà di Piave,0,IT,1600017145,54,45.63,12.57,84.0,3.36
684,Kloulklubed,75,PW,1600017145,94,7.04,134.26,77.0,11.63
685,Ukiah,75,US,1600017145,62,39.15,-123.21,75.0,2.59
686,Taoudenni,52,ML,1600017145,8,22.68,-3.98,112.71,9.98
687,Tiksi,28,RU,1600017146,85,71.69,128.87,40.51,1.25
688,Vila Franca do Campo,20,PT,1600016651,73,37.72,-25.43,73.4,14.99
689,Rocha,97,UY,1600017146,83,-34.48,-54.33,60.62,6.8
690,Rørvik,75,NO,1600017146,71,64.86,11.24,51.8,20.8
691,Mizdah,85,LY,1600017146,43,31.45,12.98,80.82,16.04
692,Galveston,20,US,1600017046,70,29.37,-94.97,87.8,13.87
693,Fort Nelson,75,CA,1600016684,86,58.81,-122.7,39.2,8.05
694,George Town,20,MY,1600016979,83,5.41,100.34,80.6,2.98
695,Saint Paul Harbor,1,US,1600016737,80,57.79,-152.41,39.2,6.93
696,Kavieng,16,PG,1600017147,77,-2.57,150.8,82.74,12.59
697,Tena,40,EC,1600017147,61,-0.98,-77.82,78.8,4.7
698,Gachsaran,34,IR,1600017148,26,30.36,50.8,91.4,1.19
699,Soverato Marina,97,IT,1600017148,74,38.69,16.55,82.4,5.82
700,Port-Gentil,40,GA,1600016948,74,-0.72,8.78,80.6,16.15
701,Yellowknife,75,CA,1600016932,69,62.46,-114.35,35.6,12.75
702,Los Llanos de Aridane,20,ES,1600017148,69,28.66,-17.92,78.8,4.7
703,Bethel,90,US,1600017149,68,41.37,-73.41,73.0,9.17
704,Havøysund,75,NO,1600016909,81,71.0,24.66,50.0,8.05
705,Katsuura,75,JP,1600017149,94,35.13,140.3,71.6,9.17
706,Hilo,71,US,1600016986,84,19.73,-155.09,71.01,3.0
707,Muisne,75,EC,1600017149,78,0.6,-80.03,82.4,4.7
708,Hoquiam,90,US,1600017149,100,46.98,-123.89,57.0,6.93
709,Yulara,0,AU,1600017150,46,-25.24,130.99,69.8,14.99
710,Berdigestyakh,100,RU,1600017150,90,62.1,126.7,49.28,9.01
711,Saint George,1,US,1600016973,15,37.1,-113.58,82.99,3.36
712,Parvatsar,0,IN,1600016687,37,26.88,74.77,86.81,6.04
713,Torbay,90,CA,1600017150,51,47.67,-52.73,62.01,11.41
714,Talnakh,40,RU,1600017000,82,69.49,88.4,55.4,15.66
715,Petropavlovsk-Kamchatskiy,1,RU,1600016635,86,53.05,158.65,39.2,13.42
716,Kaitangata,83,NZ,1600016860,93,-46.28,169.85,48.99,1.01
717,Shingū,50,JP,1600016758,83,33.73,135.98,70.52,5.86
718,Avarua,94,CK,1600017105,78,-21.21,-159.78,73.4,9.17
719,Tuktoyaktuk,90,CA,1600017151,84,69.45,-133.04,35.6,14.99
720,Moshi,20,TZ,1600016951,42,-3.35,37.33,80.6,5.82
721,Den Helder,19,NL,1600016963,77,52.96,4.76,66.2,13.87
722,Karwar,100,IN,1600017152,85,14.8,74.13,78.35,6.46
723,Geraldton,0,AU,1600017152,87,-28.77,114.6,53.6,9.17
724,Atherton,0,GB,1600017152,51,53.52,-2.49,75.99,3.0
725,Katherine,75,AU,1600017153,38,-14.47,132.27,75.2,2.24
726,Amahai,100,ID,1600017153,85,-3.33,128.92,77.11,7.11
727,Mehamn,90,NO,1600017119,93,71.04,27.85,48.2,3.36
728,Hobart,40,AU,1600017022,61,-42.88,147.33,46.4,13.87
729,Qaanaaq,54,GL,1600017153,81,77.48,-69.36,24.24,8.59
730,Constitución,0,CL,1600017154,47,-35.33,-72.42,60.4,14.54
731,Rome,90,US,1600016884,72,43.21,-75.46,66.2,4.7
732,Kumul,100,CN,1600017154,20,42.8,93.45,68.09,4.07
733,Salinópolis,91,BR,1600017154,75,-0.61,-47.36,83.1,12.93
734,Lompoc,90,US,1600016854,100,34.64,-120.46,53.6,8.72
735,Tual,57,ID,1600016916,80,-5.67,132.75,78.6,20.04
736,Thompson,75,CA,1600017155,75,55.74,-97.86,42.8,8.05
737,Camacha,40,PT,1600017155,73,33.08,-16.33,77.0,14.99
738,Elko,1,US,1600017155,27,41.0,-115.5,70.0,3.36
739,Gigmoto,61,PH,1600017156,78,13.78,124.39,81.05,4.34
740,Rudnogorsk,100,RU,1600017156,86,57.26,103.75,46.36,8.32
741,Kalawit,99,PH,1600017156,83,8.07,122.52,78.93,1.54
742,Mount Gambier,90,AU,1600016699,93,-37.83,140.77,51.8,5.82
743,Riviere-au-Renard,75,CA,1600017156,59,49.0,-64.4,62.6,9.17
744,Amapá,6,BR,1600016665,34,1.0,-52.0,97.45,4.5
745,Jamestown,90,US,1600017157,93,42.1,-79.24,66.0,6.93
746,Chicama,13,PE,1600017157,53,-7.84,-79.15,73.71,11.32
747,Ust'-Koksa,9,RU,1600017157,70,50.27,85.61,39.63,0.67
748,Leningradskiy,67,RU,1600017157,85,69.38,178.42,38.07,2.59
749,Zhigansk,77,RU,1600017158,91,66.77,123.37,45.03,14.92
750,Longyearbyen,75,SJ,1600017158,90,78.22,15.64,39.2,18.34
